,Z,Z_norm,Z_NH3,phi,yp,yp_src,dyp_dx,H_ele,strain,T,P,K,H2,NH3,NO,N2O,O2,H,O,OH,HO2,H2O,H2O2,NO2,HNO,N,NNH,NH2,NH,H2NO,N2
2,0.0529259,0.053042634,0.04993927,0.338888889,8.39E-07,3.98E-12,0.001914886,0.009394836,-0.100644674,750.0042123,101325,0.684087629,0.004012721,0.030311242,2.13E-10,7.58E-10,0.220560816,1.79E-16,4.65E-16,1.21E-16,1.81E-09,8.39E-07,7.50E-10,4.31E-10,3.02E-10,6.05E-21,1.44E-22,1.51E-14,1.51E-19,2.79E-12,0.745114377
3,0.052685533,0.053042634,0.049769636,0.338888889,5.63E-06,4.18E-11,0.016216669,0.00934708,-0.334237126,750.0297229,101325,0.684087629,0.003964364,0.030311606,1.75E-09,7.61E-09,0.220572238,1.18E-15,3.09E-15,1.28E-15,1.43E-08,5.63E-06,6.03E-09,3.96E-09,2.46E-09,-1.51E-19,8.65E-22,1.61E-13,-3.24E-18,2.30E-11,0.74514613
4,0.05202316,0.053042634,0.049286262,0.338888889,3.60E-05,1.19E-09,0.08536923,0.009216916,-0.666563837,750.2009243,101325,0.684087629,0.003831898,0.030305372,1.39E-08,7.36E-08,0.220599684,2.08E-14,5.72E-14,3.68E-14,1.11E-07,3.60E-05,4.69E-08,3.49E-08,1.92E-08,1.26E-18,1.89E-20,5.77E-12,1.47E-16,1.82E-10,0.745226714
5,0.051464284,0.053042634,0.048854654,0.338888889,8.94E-05,9.83E-09,0.267060267,0.009109232,-0.684087629,750.5178929,101325,0.684087629,0.003721222,0.030288529,4.01E-08,2.44E-07,0.220614982,2.31E-13,6.71E-13,3.06E-13,3.14E-07,8.94E-05,1.32E-07,1.08E-07,5.46E-08,-6.66E-18,2.62E-19,8.86E-11,5.84E-15,5.20E-10,0.745284984
6,0.050477673,0.053042634,0.048035964,0.338888889,0.000256301,1.19E-07,0.692340761,0.00892425,0.130243652,751.5597079,101325,0.684087629,0.00352815,0.030228635,1.39E-07,9.91E-07,0.220617147,3.06E-12,9.29E-12,3.75E-12,1.06E-06,0.000256301,4.44E-07,4.00E-07,1.84E-07,1.96E-17,6.72E-18,1.32E-09,1.65E-13,1.77E-09,0.745366544
7,0.049703015,0.053042634,0.047333428,0.338888889,0.000472657,6.03E-07,1.424186305,0.008784393,2.358171412,752.9768939,101325,0.684087629,0.003378581,0.030146586,2.97E-07,2.31E-06,0.220584594,1.86E-11,5.88E-11,1.92E-11,2.17E-06,0.000472657,8.99E-07,8.67E-07,3.78E-07,1.91E-17,7.41E-17,8.56E-09,1.83E-12,3.64E-09,0.745410646
8,0.048640144,0.053042634,0.046278431,0.338888889,0.000917716,3.41E-06,2.54771706,0.008600712,6.52559954,756.0238208,101325,0.684087629,0.003175606,0.02997386,6.88E-07,5.84E-06,0.220470958,9.87E-11,3.32E-10,1.09E-10,4.71E-06,0.000917716,1.92E-06,2.01E-06,8.30E-07,2.46E-16,8.56E-16,4.82E-08,1.59E-11,8.02E-09,0.745445808
9,0.047966422,0.053042634,0.045547913,0.338888889,0.001315796,9.58E-06,3.878225497,0.008489853,12.07331559,758.8613765,101325,0.684087629,0.003047748,0.029817824,1.12E-06,9.81E-06,0.220337959,2.64E-10,9.35E-10,3.07E-10,7.13E-06,0.001315796,2.89E-06,3.15E-06,1.28E-06,3.30E-15,3.72E-15,1.33E-07,6.36E-11,1.24E-08,0.745455153
10,0.047181089,0.053042634,0.044631637,0.338888889,0.001921769,2.78E-05,5.883877816,0.008366465,21.06553979,763.3273444,101325,0.684087629,0.002898597,0.029579564,1.91E-06,1.71E-05,0.220100278,6.66E-10,2.51E-09,8.93E-10,1.09E-05,0.001921769,4.39E-06,5.04E-06,2.02E-06,3.08E-14,1.62E-14,3.48E-07,2.26E-10,1.97E-08,0.74545807
11,0.046278529,0.053042634,0.04349098,0.338888889,0.002841125,8.32E-05,8.142894725,0.008232559,31.8511981,770.3426506,101325,0.684087629,0.002725613,0.029217863,3.38E-06,3.03E-05,0.219687114,1.63E-09,6.65E-09,2.68E-09,1.66E-05,0.002841125,6.67E-06,8.07E-06,3.25E-06,2.37E-13,7.19E-14,8.85E-07,7.90E-10,3.16E-08,0.745459045
12,0.045785019,0.053042634,0.042823235,0.338888889,0.003477289,0.000149617,10.20319633,0.008163311,42.15772197,775.3412066,101325,0.684087629,0.002629265,0.028967815,4.63E-06,4.10E-05,0.219371345,2.62E-09,1.12E-08,4.82E-09,2.04E-05,0.003477289,8.18E-06,1.02E-05,4.17E-06,7.41E-13,1.60E-13,1.44E-06,1.59E-09,4.06E-08,0.745464211
13,0.045268274,0.053042634,0.042087459,0.338888889,0.004274413,0.000270557,12.75191696,0.008094102,55.31510487,781.7436229,101325,0.684087629,0.002525999,0.028654977,6.44E-06,5.60E-05,0.218947662,4.17E-09,1.89E-08,8.72E-09,2.49E-05,0.004274413,1.00E-05,1.28E-05,5.39E-06,2.18E-12,3.60E-13,2.33E-06,3.10E-09,5.23E-08,0.745478924
14,0.044734956,0.053042634,0.041285842,0.338888889,0.005270657,0.000491503,15.11315425,0.008026482,67.87453693,789.9242678,101325,0.684087629,0.00241567,0.028264678,9.11E-06,7.70E-05,0.218382648,6.62E-09,3.18E-08,1.59E-08,3.03E-05,0.005270657,1.21E-05,1.60E-05,7.01E-06,6.20E-12,8.16E-13,3.74E-06,6.01E-09,6.78E-08,0.745510924
15,0.044465813,0.053042634,0.040862907,0.338888889,0.005861015,0.000667721,16.95805479,0.007994015,77.91357375,794.8574725,101325,0.684087629,0.002357822,0.02803373,1.09E-05,9.06E-05,0.218030926,8.39E-09,4.17E-08,2.16E-08,3.33E-05,0.005861015,1.33E-05,1.79E-05,8.01E-06,1.07E-11,1.24E-12,4.74E-06,8.47E-09,7.74E-08,0.745537661
16,0.044197796,0.053042634,0.040427922,0.338888889,0.006523439,0.00090878,19.00590489,0.00796293,89.22539509,800.4613577,101325,0.684087629,0.002298195,0.027774886,1.32E-05,0.000106808,0.217622665,1.06E-08,5.48E-08,2.94E-08,3.64E-05,0.006523439,1.46E-05,1.98E-05,9.18E-06,1.82E-11,1.90E-12,6.01E-06,1.19E-08,8.85E-08,0.745574604
17,0.043933245,0.053042634,0.039983585,0.338888889,0.007265857,0.00123957,21.27323757,0.007933598,101.9309456,806.8190222,101325,0.684087629,0.002236804,0.027485096,1.60E-05,0.000126192,0.217149705,1.35E-08,7.23E-08,4.01E-08,3.98E-05,0.007265857,1.59E-05,2.19E-05,1.05E-05,3.09E-11,2.93E-12,7.60E-06,1.67E-08,1.01E-07,0.745624363
18,0.043674884,0.053042634,0.039533327,0.338888889,0.008096843,0.00169474,23.77643381,0.007906423,116.1514917,814.0213709,101325,0.684087629,0.002173674,0.027161047,1.94E-05,0.000149287,0.216602924,1.73E-08,9.60E-08,5.50E-08,4.34E-05,0.008096843,1.73E-05,2.41E-05,1.21E-05,5.23E-11,4.52E-12,9.61E-06,2.34E-08,1.16E-07,0.74569001
19,0.043425851,0.053042634,0.039081402,0.338888889,0.009025609,0.002323033,26.53126067,0.007881845,132.0048434,822.1671026,101325,0.684087629,0.002108837,0.026799156,2.37E-05,0.000176751,0.21597219,2.21E-08,1.28E-07,7.56E-08,4.71E-05,0.009025609,1.87E-05,2.64E-05,1.40E-05,8.83E-11,7.00E-12,1.21E-05,3.28E-08,1.33E-07,0.745775123
20,0.043189711,0.053042634,0.038632966,0.338888889,0.010061987,0.00319354,29.55228819,0.007860334,149.6004517,831.3624399,101325,0.684087629,0.002042331,0.026395563,2.91E-05,0.000209339,0.215246315,2.85E-08,1.72E-07,1.04E-07,5.09E-05,0.010061987,2.01E-05,2.86E-05,1.61E-05,1.49E-10,1.09E-11,1.53E-05,4.59E-08,1.53E-07,0.745883823
21,0.042970463,0.053042634,0.038194145,0.338888889,0.011216373,0.00440506,32.85216063,0.007842387,169.0332272,841.7205262,101325,0.684087629,0.001974206,0.025946135,3.59E-05,0.000247914,0.214413045,3.69E-08,2.34E-07,1.45E-07,5.48E-05,0.011216373,2.15E-05,3.08E-05,1.87E-05,2.51E-10,1.70E-11,1.93E-05,6.44E-08,1.75E-07,0.746020808
22,0.042772534,0.053042634,0.037772082,0.338888889,0.012499661,0.006102146,38.1794167,0.007828522,200.6635016,853.3604029,101325,0.684087629,0.001904515,0.025446474,4.44E-05,0.000293457,0.213459075,4.82E-08,3.20E-07,2.02E-07,5.88E-05,0.012499661,2.28E-05,3.28E-05,2.16E-05,4.25E-10,2.65E-11,2.42E-05,9.04E-08,2.01E-07,0.746191369
23,0.042454012,0.053042634,0.03700174,0.338888889,0.015482428,0.011619462,46.0385172,0.007814425,247.7309181,880.805764,101325,0.684087629,0.001760647,0.024284032,6.82E-05,0.0004085,0.211150339,8.25E-08,6.03E-07,3.95E-07,6.66E-05,0.015482428,2.51E-05,3.61E-05,2.90E-05,1.15E-09,6.43E-11,3.78E-05,1.74E-07,2.64E-07,0.746649746
24,0.042264685,0.053042634,0.036378096,0.338888889,0.019079187,0.022391505,54.90430921,0.00782099,301.2742074,914.4329757,101325,0.684087629,0.001611153,0.022877252,0.000105701,0.000562172,0.208227174,1.45E-07,1.17E-06,7.93E-07,7.41E-05,0.019079187,2.67E-05,3.78E-05,3.90E-05,3.14E-09,1.57E-10,5.84E-05,3.36E-07,3.44E-07,0.74729861
25,0.042242061,0.053042634,0.035974166,0.338888889,0.023368586,0.043480109,62.28061212,0.007851473,346.0648302,955.0630503,101325,0.684087629,0.001456613,0.021189207,0.000166019,0.000764493,0.204575565,2.60E-07,2.35E-06,1.64E-06,8.07E-05,0.023368586,2.71E-05,3.75E-05,5.26E-05,8.40E-09,3.82E-10,8.92E-05,6.43E-07,4.48E-07,0.748187108
26,0.04230807,0.053042634,0.035885482,0.338888889,0.025801422,0.061471509,67.5436659,0.007876783,378.1639538,978.2938177,101325,0.684087629,0.00137771,0.020225358,0.000210632,0.000888196,0.20243066,3.52E-07,3.39E-06,2.41E-06,8.35E-05,0.025801422,2.67E-05,3.66E-05,6.13E-05,1.39E-08,6.03E-10,0.000109875,8.93E-07,5.11E-07,0.748740501
27,0.042434038,0.053042634,0.035890723,0.338888889,0.028439847,0.086803959,72.88275186,0.007909353,410.5687315,1003.605272,101325,0.684087629,0.001297876,0.019174823,0.000268498,0.00102935,0.200048426,4.77E-07,4.88E-06,3.58E-06,8.58E-05,0.028439847,2.59E-05,3.54E-05,7.14E-05,2.26E-08,9.52E-10,0.000134533,1.23E-06,5.83E-07,0.749377336
28,0.042623799,0.053042634,0.036000091,0.338888889,0.031286829,0.122440774,78.18772614,0.007949268,442.4933092,1031.009095,101325,0.684087629,0.001217244,0.018035134,0.000343628,0.001189219,0.197417523,6.43E-07,7.05E-06,5.34E-06,8.77E-05,0.031286829,2.46E-05,3.39E-05,8.32E-05,3.62E-08,1.50E-09,0.000163487,1.68E-06,6.64E-07,0.75010213
29,0.042880162,0.053042634,0.036222315,0.338888889,0.034341037,0.172267472,83.31091572,0.007996478,473.0195321,1060.46439,101325,0.684087629,0.001135961,0.016805787,0.000441106,0.001368666,0.194530431,8.63E-07,1.02E-05,8.03E-06,8.92E-05,0.034341037,2.29E-05,3.22E-05,9.65E-05,5.69E-08,2.34E-09,0.000196778,2.26E-06,7.54E-07,0.750917312
30,0.043204661,0.053042634,0.036563985,0.338888889,0.03759537,0.241199288,88.05864705,0.008050792,500.9445571,1091.869289,101325,0.684087629,0.001054204,0.015489196,0.000567175,0.001567898,0.191385134,1.15E-06,1.46E-05,1.21E-05,9.01E-05,0.03759537,2.07E-05,3.06E-05,0.000111431,8.78E-08,3.62E-09,0.000234051,3.00E-06,8.54E-07,0.751822396
31,0.04359723,0.053042634,0.037028745,0.338888889,0.041035161,0.334896817,91.18008806,0.008111863,519.0339468,1125.042651,101325,0.684087629,0.000972183,0.014091839,0.000729161,0.001786107,0.187987294,1.52E-06,2.09E-05,1.84E-05,9.04E-05,0.041035161,1.82E-05,2.89E-05,0.000127486,1.32E-07,5.54E-09,0.000274376,3.91E-06,9.59E-07,0.75281306
32,0.043818529,0.053042634,0.037307632,0.338888889,0.042816022,0.393973685,93.0779963,0.008144767,529.917319,1142.195472,101325,0.684087629,0.000931167,0.013367121,0.000826738,0.001901539,0.18619894,1.75E-06,2.50E-05,2.27E-05,9.03E-05,0.042816022,1.68E-05,2.81E-05,0.000135699,1.62E-07,6.80E-09,0.000295076,4.44E-06,1.01E-06,0.753337318
33,0.044056494,0.053042634,0.037618093,0.338888889,0.044633952,0.46181619,94.71540967,0.008179196,539.1793065,1159.685292,101325,0.684087629,0.000890187,0.012626925,0.000936707,0.002020843,0.184352883,2.00E-06,2.99E-05,2.80E-05,9.01E-05,0.044633952,1.54E-05,2.73E-05,0.000143912,1.96E-07,8.30E-09,0.000315818,5.01E-06,1.07E-06,0.753879708
34,0.044310505,0.053042634,0.037959348,0.338888889,0.046483862,0.539261611,96.04588491,0.008215057,546.5628974,1177.457797,101325,0.684087629,0.000849285,0.011873911,0.001060087,0.002143413,0.182453343,2.29E-06,3.57E-05,3.46E-05,8.96E-05,0.046483862,1.40E-05,2.65E-05,0.000151972,2.36E-07,1.01E-08,0.000336226,5.62E-06,1.12E-06,0.754438161
35,0.044579772,0.053042634,0.038330242,0.338888889,0.048359758,0.626933878,97.02028742,0.008252249,551.8025676,1195.450376,101325,0.684087629,0.000808506,0.011111252,0.001197809,0.002268483,0.18050561,2.61E-06,4.25E-05,4.27E-05,8.90E-05,0.048359758,1.26E-05,2.57E-05,0.000159696,2.82E-07,1.21E-08,0.000355865,6.27E-06,1.17E-06,0.755010213
36,0.044863325,0.053042634,0.038729229,0.338888889,0.050254686,0.725178048,97.58795322,0.008290654,554.6311634,1213.591887,101325,0.684087629,0.000767902,0.01034266,0.001350645,0.002395119,0.178516133,2.96E-06,5.04E-05,5.26E-05,8.81E-05,0.050254686,1.12E-05,2.49E-05,0.00016688,3.35E-07,1.45E-08,0.000374244,6.96E-06,1.21E-06,0.755593012
37,0.045160005,0.053042634,0.039154346,0.338888889,0.0521607,0.833948585,97.69827036,0.008330147,554.7891314,1231.802642,101325,0.684087629,0.000727532,0.009572386,0.001519138,0.002522213,0.176492594,3.35E-06,5.97E-05,6.47E-05,8.69E-05,0.0521607,9.87E-06,2.41E-05,0.000173298,3.94E-07,1.71E-08,0.000390827,7.66E-06,1.24E-06,0.756183329
38,0.045468454,0.053042634,0.039603203,0.338888889,0.05406887,0.952670468,97.30278027,0.008370587,552.0363761,1249.994708,101325,0.684087629,0.000687464,0.008805192,0.001703517,0.002648485,0.174443959,3.78E-06,7.05E-05,7.94E-05,8.54E-05,0.05406887,8.59E-06,2.33E-05,0.000178712,4.60E-07,2.01E-08,0.000405046,8.37E-06,1.27E-06,0.756777601
39,0.045787115,0.053042634,0.04007298,0.338888889,0.055969315,1.080086533,96.35784501,0.008411819,546.1667877,1268.072585,101325,0.684087629,0.000647772,0.008046307,0.001903608,0.002772491,0.172380481,4.24E-06,8.30E-05,9.72E-05,8.36E-05,0.055969315,7.41E-06,2.25E-05,0.000182881,5.32E-07,2.32E-08,0.000416328,9.06E-06,1.29E-06,0.757371978
40,0.046114223,0.053042634,0.040560429,0.338888889,0.057851304,1.214108445,94.82786097,0.008453674,537.0251448,1285.93437,101325,0.684087629,0.000608546,0.007301323,0.002118758,0.002892653,0.170313662,4.74E-06,9.72E-05,0.000118647,8.14E-05,0.057851304,6.33E-06,2.16E-05,0.000185576,6.10E-07,2.65E-08,0.000424119,9.73E-06,1.30E-06,0.757962403
41,0.046447815,0.053042634,0.041061898,0.338888889,0.05970341,1.351696852,92.68890689,0.008495965,524.5255978,1303.473463,101325,0.684087629,0.000569884,0.006576072,0.002347754,0.003007289,0.168256143,5.27E-06,0.000113372,0.000144233,7.89E-05,0.05970341,5.37E-06,2.07E-05,0.000186591,6.90E-07,2.99E-08,0.000427921,1.03E-05,1.29E-06,0.758544701
42,0.04678573,0.053042634,0.041573366,0.338888889,0.061513741,1.48880547,89.93258749,0.00853849,508.6703632,1320.580883,101325,0.684087629,0.000531897,0.00587645,0.002588783,0.003114673,0.166221512,5.82E-06,0.000131483,0.000174503,7.61E-05,0.061513741,4.54E-06,1.98E-05,0.000185766,7.72E-07,3.32E-08,0.000427335,1.09E-05,1.27E-06,0.759114695
43,0.047125634,0.053042634,0.042090495,0.338888889,0.063270236,1.620430438,86.56968812,0.008581025,489.5665436,1337.148174,101325,0.684087629,0.00049471,0.0052082,0.002839419,0.003213095,0.164224037,6.40E-06,0.000151561,0.000209943,7.29E-05,0.063270236,3.83E-06,1.88E-05,0.000183,8.52E-07,3.62E-08,0.000422094,1.13E-05,1.23E-06,0.759668326
44,0.047465045,0.053042634,0.042608707,0.338888889,0.064961051,1.740805206,82.63311131,0.008623333,467.4384754,1353.070857,101325,0.684087629,0.000458459,0.00457668,0.003096655,0.003300947,0.162278299,6.98E-06,0.000173529,0.000250943,6.94E-05,0.064961051,3.26E-06,1.79E-05,0.000178268,9.26E-07,3.88E-08,0.000412107,1.16E-05,1.19E-06,0.760201787
45,0.047801372,0.053042634,0.043123279,0.338888889,0.066574979,1.843767027,78.17947672,0.008665161,442.6326136,1368.252258,101325,0.684087629,0.00042329,0.003986605,0.003356991,0.003376802,0.160398743,7.55E-06,0.000197215,0.000297732,6.57E-05,0.066574979,2.80E-06,1.69E-05,0.000171628,9.90E-07,4.09E-08,0.000397484,1.18E-05,1.12E-06,0.760711651
46,0.048131976,0.053042634,0.043629464,0.338888889,0.068101922,1.923290353,73.28878282,0.008706243,415.6123259,1382.607481,101325,0.684087629,0.000389355,0.003441812,0.003616584,0.003439501,0.158599173,8.11E-06,0.000222347,0.000350317,6.18E-05,0.068101922,2.46E-06,1.59E-05,0.00016323,1.04E-06,4.22E-08,0.000378552,1.18E-05,1.05E-06,0.761194985
47,0.048454234,0.053042634,0.044122619,0.338888889,0.069533343,1.974137617,68.06170728,0.008746311,386.940789,1396.067164,101325,0.684087629,0.000356806,0.002945049,0.003871432,0.003488231,0.156892206,8.64E-06,0.000248551,0.000408424,5.78E-05,0.069533343,2.21E-06,1.50E-05,0.000153308,1.07E-06,4.28E-08,0.000355847,1.16E-05,9.75E-07,0.761649443
48,0.048765627,0.053042634,0.044598357,0.338888889,0.070862673,1.992529941,62.61446767,0.0087851,357.252084,1408.580664,101325,0.684087629,0.00032579,0.002497839,0.004117611,0.003522579,0.155288741,9.11E-06,0.000275361,0.000471461,5.38E-05,0.070862673,2.05E-06,1.41E-05,0.000142165,1.08E-06,4.25E-08,0.000330088,1.13E-05,8.91E-07,0.762073333
49,0.049063825,0.053042634,0.045052698,0.338888889,0.072085612,1.976707302,57.07162741,0.008822356,327.2126037,1420.118248,101325,0.684087629,0.000296439,0.00210042,0.004351504,0.003542566,0.15379749,9.53E-06,0.000302241,0.000538512,4.98E-05,0.072085612,1.96E-06,1.33E-05,0.000130157,1.07E-06,4.13E-08,0.000302131,1.07E-05,8.04E-07,0.762465642
50,0.049346779,0.053042634,0.045482205,0.338888889,0.073200292,1.92724815,51.55769024,0.008857853,297.4772708,1430.672009,101325,0.684087629,0.000268867,0.001751777,0.004570022,0.00354864,0.152424618,9.88E-06,0.000328606,0.000608363,4.60E-05,0.073200292,1.93E-06,1.26E-05,0.000117661,1.04E-06,3.94E-08,0.000272902,1.01E-05,7.18E-07,0.762826026
51,0.049612799,0.053042634,0.045884111,0.338888889,0.074207278,1.847060844,46.18864176,0.008891397,268.6463036,1440.255334,101325,0.684087629,0.000243159,0.001449768,0.00477078,0.003541649,0.151173531,1.01E-05,0.000353864,0.000679571,4.23E-05,0.074207278,1.94E-06,1.19E-05,0.000105052,9.92E-07,3.69E-08,0.000243328,9.34E-06,6.34E-07,0.763154763
52,0.049860616,0.053042634,0.046256397,0.338888889,0.0751094,1.741034652,41.06464498,0.008922836,241.2286817,1448.90096,101325,0.684087629,0.000219368,0.001191321,0.004952197,0.003522773,0.150044847,1.03E-05,0.000377447,0.000750566,3.89E-05,0.0751094,1.98E-06,1.13E-05,9.27E-05,9.24E-07,3.38E-08,0.000214271,8.51E-06,5.54E-07,0.763452687
53,0.050089419,0.053042634,0.046597837,0.338888889,0.075911444,1.615421355,36.26485723,0.008952068,215.6169982,1456.657857,101325,0.684087629,0.000197512,0.000972686,0.005113532,0.003493441,0.149036533,1.04E-05,0.000398847,0.000819765,3.57E-05,0.075911444,2.04E-06,1.07E-05,8.08E-05,8.43E-07,3.05E-08,0.000186465,7.64E-06,4.80E-07,0.763721084
54,0.050298858,0.053042634,0.046907992,0.338888889,0.076619742,1.477079615,31.84488036,0.008979042,192.0762983,1463.587318,101325,0.684087629,0.000177574,0.000789695,0.00525483,0.003455237,0.148144211,1.04E-05,0.000417647,0.000885687,3.28E-05,0.076619742,2.11E-06,1.02E-05,6.97E-05,7.55E-07,2.71E-08,0.000160487,6.77E-06,4.13E-07,0.7639616
55,0.050489027,0.053042634,0.047187152,0.338888889,0.077241713,1.332732979,27.83682943,0.009003756,170.7465768,1469.758729,101325,0.684087629,0.000159506,0.000638013,0.005376821,0.003409807,0.147361571,1.04E-05,0.000433539,0.000947054,3.02E-05,0.077241713,2.19E-06,9.84E-06,5.96E-05,6.65E-07,2.37E-08,0.000136734,5.91E-06,3.52E-07,0.764176127
56,0.050660406,0.053042634,0.04743625,0.338888889,0.077785401,1.188366896,24.25156434,0.009026252,151.6564858,1475.245469,101325,0.684087629,0.000143228,0.000513361,0.005480764,0.003358771,0.146680861,1.02E-05,0.000446335,0.001002855,2.78E-05,0.077785401,2.26E-06,9.52E-06,5.04E-05,5.75E-07,2.05E-08,0.000115433,5.11E-06,2.99E-07,0.764366712
57,0.050813804,0.053042634,0.047656734,0.338888889,0.078259064,1.048836089,21.08236953,0.00904661,134.7442549,1480.121298,101325,0.684087629,0.000128642,0.000411679,0.005568286,0.003303659,0.14609338,1.00E-05,0.000455963,0.001052382,2.58E-05,0.078259064,2.33E-06,9.25E-06,4.24E-05,4.90E-07,1.75E-08,9.67E-05,4.36E-06,2.53E-07,0.764535463
58,0.05095027,0.053042634,0.04785044,0.338888889,0.078670829,0.917693456,18.30931624,0.009064942,119.8816566,1484.457464,101325,0.684087629,0.000115629,0.000329243,0.005641221,0.003245857,0.145589964,9.75E-06,0.00046246,0.001095225,2.39E-05,0.078670829,2.39E-06,9.04E-06,3.53E-05,4.13E-07,1.48E-08,8.04E-05,3.70E-06,2.13E-07,0.764684482
59,0.051071023,0.053042634,0.048019452,0.338888889,0.079028433,0.797203941,14.70520987,0.009081378,100.4379926,1488.320625,101325,0.684087629,0.000104063,0.000262729,0.005701466,0.003186583,0.145161392,9.45E-06,0.000465955,0.001131242,2.22E-05,0.079028433,2.43E-06,8.87E-06,2.93E-05,3.43E-07,1.24E-08,6.64E-05,3.10E-06,1.79E-07,0.764815801
60,0.051269398,0.053042634,0.048290143,0.338888889,0.079602855,0.596362924,11.20002835,0.009109008,81.18682953,1494.812472,101325,0.684087629,8.49E-05,0.000168738,0.005789475,0.003066693,0.144501743,8.75E-06,0.000464526,0.001183031,1.95E-05,0.079602855,2.49E-06,8.69E-06,1.99E-05,2.32E-07,8.59E-09,4.50E-05,2.16E-06,1.27E-07,0.765031178
61,0.051422755,0.053042634,0.04849214,0.338888889,0.080040356,0.441899209,8.629886099,0.009131023,66.60002357,1500.084477,101325,0.684087629,6.99E-05,0.000108515,0.005847911,0.002950824,0.14403605,7.99E-06,0.000454275,0.001211521,1.73E-05,0.080040356,2.50E-06,8.63E-06,1.34E-05,1.52E-07,5.86E-09,3.02E-05,1.48E-06,8.97E-08,0.765198942
62,0.051540711,0.053042634,0.048641152,0.338888889,0.080377461,0.327437242,6.752642447,0.009148529,55.44750027,1504.432952,101325,0.684087629,5.82E-05,7.01E-05,0.005886577,0.00284236,0.14371249,7.22E-06,0.000437599,0.00122103,1.55E-05,0.080377461,2.47E-06,8.67E-06,9.00E-06,9.83E-08,3.97E-09,2.01E-05,1.00E-06,6.36E-08,0.765330066
63,0.051631387,0.053042634,0.048750241,0.338888889,0.080641236,0.244386383,5.376328761,0.009162478,46.79016541,1508.074381,101325,0.684087629,4.90E-05,4.56E-05,0.005912418,0.002742958,0.143491052,6.47E-06,0.000416693,0.001215947,1.40E-05,0.080641236,2.41E-06,8.79E-06,6.04E-06,6.30E-08,2.68E-09,1.34E-05,6.78E-07,4.54E-08,0.765433189
64,0.051701293,0.053042634,0.048829714,0.338888889,0.080851249,0.184681216,4.357778847,0.00917365,39.94791007,1511.165127,101325,0.684087629,4.18E-05,2.99E-05,0.005930083,0.002653128,0.14334201,5.77E-06,0.000393375,0.001200184,1.27E-05,0.080851249,2.33E-06,8.96E-06,4.09E-06,4.03E-08,1.82E-09,8.88E-06,4.59E-07,3.27E-08,0.765514947
65,0.051755477,0.053042634,0.048887429,0.338888889,0.081021475,0.141775335,3.594020615,0.009182659,34.44116201,1513.818527,101325,0.684087629,3.61E-05,1.98E-05,0.005942568,0.002572684,0.14324383,5.13E-06,0.000369033,0.001176958,1.16E-05,0.081021475,2.24E-06,9.18E-06,2.79E-06,2.59E-08,1.24E-09,5.92E-06,3.13E-07,2.36E-08,0.765580369
66,0.051797773,0.053042634,0.04892925,0.338888889,0.081161866,0.110744036,3.012520491,0.009189983,29.93470466,1516.117888,101325,0.684087629,3.14E-05,1.32E-05,0.005951758,0.002501059,0.143181144,4.54E-06,0.000344672,0.001148786,1.06E-05,0.081161866,2.13E-06,9.42E-06,1.94E-06,1.67E-08,8.50E-10,3.96E-06,2.14E-07,1.72E-08,0.765633232
67,0.051831069,0.053042634,0.048959512,0.338888889,0.081279543,0.088034893,2.338351215,0.009195989,24.32787492,1518.125689,101325,0.684087629,2.76E-05,8.85E-06,0.005958825,0.002437513,0.143143062,4.02E-06,0.000320977,0.001117586,9.74E-06,0.081279543,2.02E-06,9.67E-06,1.36E-06,1.09E-08,5.87E-10,2.65E-06,1.48E-07,1.26E-08,0.76567638
68,0.051877192,0.053042634,0.048994986,0.338888889,0.081462226,0.059368089,1.784193513,0.009204889,19.17880549,1521.411075,101325,0.684087629,2.20E-05,4.34E-06,0.005968771,0.002332268,0.143117452,3.16E-06,0.000276948,0.001050404,8.27E-06,0.081462226,1.81E-06,1.02E-05,7.57E-07,5.07E-09,3.06E-10,1.28E-06,7.76E-08,7.19E-09,0.765740015
69,0.051907827,0.053042634,0.049013425,0.338888889,0.081601617,0.042448155,1.407296775,0.009211262,15.36139658,1524.017359,101325,0.684087629,1.79E-05,2.21E-06,0.005976038,0.002248614,0.143123129,2.49E-06,0.000238564,0.000983261,7.07E-06,0.081601617,1.61E-06,1.08E-05,4.64E-07,2.55E-09,1.69E-10,6.36E-07,4.36E-08,4.23E-09,0.765785529
70,0.051928786,0.053042634,0.049022421,0.338888889,0.081711562,0.03180478,1.137572287,0.009215949,12.46329129,1526.115636,101325,0.684087629,1.49E-05,1.16E-06,0.005981742,0.002181627,0.143143373,1.97E-06,0.000205822,0.000919234,6.07E-06,0.081711562,1.43E-06,1.14E-05,3.12E-07,1.39E-09,9.88E-11,3.24E-07,2.63E-08,2.55E-09,0.765819091
71,0.051943509,0.053042634,0.049026182,0.338888889,0.081800435,0.024778656,0.834573043,0.009219471,9.099547488,1527.825405,101325,0.684087629,1.25E-05,6.11E-07,0.005986404,0.002127509,0.143169641,1.57E-06,0.000178182,0.000859746,5.24E-06,0.081800435,1.27E-06,1.19E-05,2.27E-07,8.19E-10,6.08E-11,1.65E-07,1.69E-08,1.54E-09,0.765844529
