,Z,Z_norm,Z_NH3,phi,yp,yp_src,dyp_dx,H_ele,strain,T,P,K,H2,NH3,NO,N2O,O2,H,O,OH,HO2,H2O,H2O2,NO2,HNO,N,NNH,NH2,NH,H2NO,N2
30,0.060990897,0.075708394,0.052854209,0.495555556,0.03152308,0.617008278,181.7061606,0.011247527,2211.881366,1024.888167,101325,4.973531055,0.002368005,0.029839384,0.000838467,0.001330755,0.192860118,3.33E-06,2.16E-05,1.53E-05,0.000119894,0.03152308,1.35E-05,2.29E-05,0.000105182,5.26E-07,7.42E-09,0.000326303,6.42E-06,5.02E-07,0.740604766
31,0.061039966,0.075708394,0.052707689,0.495555556,0.035072029,0.833652272,195.9430611,0.011273608,2382.134242,1056.672184,101325,4.973531055,0.002259752,0.028305781,0.001038167,0.001552731,0.18962668,4.35E-06,2.98E-05,2.16E-05,0.000119762,0.035072029,1.29E-05,2.11E-05,0.000121922,7.50E-07,1.10E-08,0.000385621,8.23E-06,5.87E-07,0.741418239
32,0.061165717,0.075708394,0.052683601,0.495555556,0.038899042,1.119120422,209.7456707,0.011308765,2543.554332,1090.791813,101325,4.973531055,0.002150434,0.026646553,0.001282975,0.001799463,0.186053797,5.61E-06,4.07E-05,3.07E-05,0.000118924,0.038899042,1.21E-05,1.95E-05,0.000140616,1.05E-06,1.62E-08,0.00045182,1.04E-05,6.87E-07,0.74233564
33,0.06137123,0.075708394,0.052791718,0.495555556,0.042995637,1.49063213,222.6817225,0.011352925,2690.919725,1127.108206,101325,4.973531055,0.002040097,0.024866492,0.001580628,0.002069296,0.182137961,7.16E-06,5.52E-05,4.35E-05,0.000117484,0.042995637,1.11E-05,1.80E-05,0.00016103,1.44E-06,2.35E-08,0.000523936,1.31E-05,8.03E-07,0.743357075
34,0.061658284,0.075708394,0.053039192,0.495555556,0.047344889,1.966216623,234.2417961,0.011405909,2818.395446,1165.408473,101325,4.973531055,0.001928786,0.022975638,0.001938845,0.002358828,0.177884756,9.01E-06,7.42E-05,6.18E-05,0.000115519,0.047344889,1.00E-05,1.67E-05,0.000182675,1.93E-06,3.35E-08,0.000600174,1.61E-05,9.34E-07,0.744479123
35,0.062027145,0.075708394,0.053429877,0.495555556,0.051919924,2.562146211,243.8499439,0.01146744,2919.685301,1205.397803,101325,4.973531055,0.001816557,0.020990276,0.002364627,0.002662595,0.173311029,1.12E-05,9.88E-05,8.75E-05,0.000113053,0.051919924,8.79E-06,1.55E-05,0.000204761,2.54E-06,4.69E-08,0.000677771,1.96E-05,1.08E-06,0.745694309
36,0.062476341,0.075708394,0.053963684,0.495555556,0.056682619,3.288756506,250.8899411,0.011537139,2988.325452,1246.693961,101325,4.973531055,0.001703503,0.018933648,0.002863352,0.002972866,0.168446922,1.38E-05,0.00013001,0.000123314,0.000110045,0.056682619,7.55E-06,1.45E-05,0.000226189,3.28E-06,6.43E-08,0.000752941,2.34E-05,1.24E-06,0.746990762
37,0.063002418,0.075708394,0.054636008,0.495555556,0.061582813,4.144164033,253.7971724,0.011614517,3010.839151,1288.826127,101325,4.973531055,0.001589781,0.016836127,0.003437685,0.003279665,0.163337465,1.67E-05,0.000169037,0.000172587,0.0001064,0.061582813,6.32E-06,1.35E-05,0.000245604,4.13E-06,8.58E-08,0.00082101,2.75E-05,1.39E-06,0.748352153
38,0.063292319,0.075708394,0.055020854,0.495555556,0.064061301,4.620938748,254.8471616,0.011655862,3015.085223,1309.999501,101325,4.973531055,0.001532768,0.015785857,0.003752906,0.003427261,0.160713139,1.84E-05,0.000191876,0.000203713,0.000104291,0.064061301,5.73E-06,1.31E-05,0.000253991,4.60E-06,9.80E-08,0.000850431,2.95E-05,1.47E-06,0.749049627
39,0.063599674,0.075708394,0.055437474,0.495555556,0.066550043,5.12327836,254.8995222,0.011698922,3007.684682,1331.167251,101325,4.973531055,0.001475701,0.01473984,0.004086743,0.003569177,0.158050444,2.01E-05,0.000217088,0.000239843,0.000101975,0.066550043,5.18E-06,1.26E-05,0.000261278,5.09E-06,1.11E-07,0.000876011,3.15E-05,1.54E-06,0.749755727
40,0.063923363,0.075708394,0.055883825,0.495555556,0.069039296,5.646107562,253.8977655,0.011743585,2988.161926,1352.247256,101325,4.973531055,0.001418638,0.013703627,0.004438265,0.003703677,0.155359542,2.19E-05,0.000244775,0.000281602,9.94E-05,0.069039296,4.66E-06,1.22E-05,0.000267278,5.60E-06,1.25E-07,0.000897058,3.35E-05,1.60E-06,0.7504673
41,0.064262099,0.075708394,0.056357541,0.495555556,0.071518766,6.182683309,251.7976679,0.011789728,2956.192382,1373.15445,101325,4.973531055,0.00136165,0.012682938,0.004806184,0.003829008,0.152651436,2.38E-05,0.000275016,0.000329634,9.67E-05,0.071518766,4.19E-06,1.17E-05,0.000271816,6.12E-06,1.39E-07,0.00091292,3.53E-05,1.65E-06,0.75118105
42,0.06461443,0.075708394,0.056855947,0.495555556,0.073977728,6.724711836,248.5699335,0.011837211,2911.630003,1393.801908,101325,4.973531055,0.00130482,0.011683554,0.005188844,0.003943447,0.149937853,2.57E-05,0.00030786,0.000384588,9.37E-05,0.073977728,3.76E-06,1.13E-05,0.000274738,6.64E-06,1.53E-07,0.000923017,3.70E-05,1.70E-06,0.751893585
43,0.064978737,0.075708394,0.057376083,0.495555556,0.076405168,7.262572403,242.088858,0.011885876,2827.014339,1414.102122,101325,4.973531055,0.00124825,0.010711201,0.005584221,0.004045347,0.147231095,2.78E-05,0.000343323,0.000447106,9.05E-05,0.076405168,3.38E-06,1.08E-05,0.000275923,7.16E-06,1.67E-07,0.000926861,3.86E-05,1.73E-06,0.752601472
44,0.065738159,0.075708394,0.058472102,0.495555556,0.081133466,8.267437975,229.258751,0.011986261,2669.477499,1453.415243,101325,4.973531055,0.001136225,0.008863561,0.006406012,0.004207232,0.14187482,3.20E-05,0.000422032,0.000596618,8.34E-05,0.081133466,2.77E-06,9.93E-06,0.000272842,8.11E-06,1.94E-07,0.00091474,4.09E-05,1.75E-06,0.753993414
45,0.066522419,0.075708394,0.059613884,0.495555556,0.085611176,9.096439112,212.595234,0.012089036,2471.684242,1490.401423,101325,4.973531055,0.001026782,0.007181545,0.007245979,0.004305505,0.136694331,3.62E-05,0.000510162,0.000781362,7.58E-05,0.085611176,2.36E-06,9.06E-06,0.000262483,8.87E-06,2.14E-07,0.000875798,4.20E-05,1.70E-06,0.755328667
46,0.067314482,0.075708394,0.060772275,0.495555556,0.089763427,9.647892658,192.9270207,0.01219236,2243.530818,1524.518147,101325,4.973531055,0.000921198,0.005694018,0.008078904,0.004335005,0.131785291,4.04E-05,0.000606111,0.001001925,6.78E-05,0.089763427,2.13E-06,8.23E-06,0.000245409,9.34E-06,2.26E-07,0.000812109,4.17E-05,1.60E-06,0.756585254
47,0.068096573,0.075708394,0.061917867,0.495555556,0.093531533,9.844544161,176.6647374,0.012294223,2057.860074,1555.36716,101325,4.973531055,0.000820846,0.004417271,0.008878913,0.004295584,0.127231165,4.42E-05,0.000707463,0.001255311,5.98E-05,0.093531533,2.05E-06,7.47E-06,0.00022285,9.41E-06,2.27E-07,0.000728521,3.99E-05,1.44E-06,0.757746059
48,0.068477126,0.075708394,0.062475064,0.495555556,0.095256774,9.79383085,165.3875087,0.012343808,1929.739848,1569.47541,101325,4.973531055,0.00077314,0.003859175,0.009257575,0.004251836,0.125112436,4.60E-05,0.000758983,0.001391645,5.59E-05,0.095256774,2.05E-06,7.12E-06,0.000210161,9.30E-06,2.24E-07,0.000681841,3.85E-05,1.35E-06,0.758286026
49,0.068848229,0.075708394,0.063017776,0.495555556,0.096871887,9.64951977,154.0190149,0.01239222,1801.361614,1582.680562,101325,4.973531055,0.000727235,0.003354615,0.009619121,0.004192607,0.123107627,4.76E-05,0.000810634,0.001533212,5.22E-05,0.096871887,2.07E-06,6.80E-06,0.000196753,9.08E-06,2.18E-07,0.000632885,3.68E-05,1.25E-06,0.758797467
50,0.069207943,0.075708394,0.063542962,0.495555556,0.098375979,9.416297446,142.7104201,0.012439226,1674.394,1594.984849,101325,4.973531055,0.000683264,0.002901872,0.009961355,0.004119187,0.121221264,4.90E-05,0.000861955,0.00167852,4.86E-05,0.098375979,2.11E-06,6.50E-06,0.000182878,8.77E-06,2.10E-07,0.000582685,3.49E-05,1.15E-06,0.759279843
51,0.069554537,0.075708394,0.064047938,0.495555556,0.099769635,9.102309137,131.6020436,0.012484611,1550.36676,1606.402046,101325,4.973531055,0.000641341,0.002498596,0.01028253,0.004033062,0.119456222,5.03E-05,0.000912469,0.001825951,4.52E-05,0.099769635,2.16E-06,6.23E-06,0.000168783,8.37E-06,1.99E-07,0.000532227,3.27E-05,1.05E-06,0.759732972
52,0.069886521,0.075708394,0.064530418,0.495555556,0.101054811,8.718459015,120.8187044,0.012528193,1430.621832,1616.956406,101325,4.973531055,0.000601555,0.002141925,0.010581388,0.003935857,0.117813747,5.14E-05,0.000961707,0.001973817,4.20E-05,0.101054811,2.23E-06,5.99E-06,0.0001547,7.90E-06,1.88E-07,0.000482414,3.04E-05,9.53E-07,0.760157001
53,0.070202672,0.075708394,0.064988542,0.495555556,0.102234682,8.277582442,110.46634,0.012569818,1316.277531,1626.681271,101325,4.973531055,0.000563967,0.001828614,0.010857169,0.003829284,0.116293528,5.23E-05,0.001009212,0.002120423,3.91E-05,0.102234682,2.30E-06,5.78E-06,0.000140844,7.38E-06,1.75E-07,0.00043404,2.80E-05,8.55E-07,0.760552365
54,0.070502046,0.075708394,0.065420895,0.495555556,0.103313454,7.793559087,100.6299975,0.012609365,1208.207598,1635.617435,101325,4.973531055,0.000528614,0.001555169,0.011109597,0.003715081,0.114893808,5.30E-05,0.001054554,0.002264134,3.64E-05,0.103313454,2.38E-06,5.59E-06,0.0001274,6.82E-06,1.61E-07,0.000387766,2.56E-05,7.63E-07,0.76091975
55,0.07078398,0.075708394,0.0658265,0.495555556,0.104296169,7.280447236,91.37317763,0.012646749,1107.035135,1643.811388,101325,4.973531055,0.000495504,0.001317966,0.011338847,0.003594966,0.113611541,5.35E-05,0.00109734,0.002403433,3.39E-05,0.104296169,2.45E-06,5.43E-06,0.000114526,6.23E-06,1.47E-07,0.000344113,2.32E-05,6.76E-07,0.761260046
56,0.071048092,0.075708394,0.066204811,0.495555556,0.105188485,6.75171317,82.73839756,0.01268192,1013.140362,1651.313525,101325,4.973531055,0.000464618,0.001113364,0.011545495,0.003470588,0.112442572,5.39E-05,0.001137228,0.002536971,3.16E-05,0.105188485,2.53E-06,5.29E-06,0.000102349,5.65E-06,1.33E-07,0.000303457,2.09E-05,5.95E-07,0.761574313
57,0.07129426,0.075708394,0.066555682,0.495555556,0.105996478,6.219610298,74.7487563,0.012714857,926.6796932,1658.176441,101325,4.973531055,0.000435916,0.000937801,0.011730454,0.003343496,0.111381836,5.41E-05,0.001173929,0.002663601,2.96E-05,0.105996478,2.60E-06,5.18E-06,9.10E-05,5.07E-06,1.19E-07,0.000266041,1.86E-05,5.21E-07,0.761863734
58,0.071522602,0.075708394,0.066879332,0.495555556,0.106726446,5.694737143,67.41023509,0.012745573,847.613118,1664.453366,101325,4.973531055,0.000409334,0.000787868,0.011894905,0.003215108,0.110423566,5.41E-05,0.001207219,0.0027824,2.77E-05,0.106726446,2.67E-06,5.08E-06,8.04E-05,4.51E-06,1.06E-07,0.000231983,1.65E-05,4.55E-07,0.762129582
59,0.071733445,0.075708394,0.067176292,0.495555556,0.107384749,5.185776949,57.38272959,0.012774104,740.0334662,1670.196814,101325,4.973531055,0.000384791,0.000660364,0.012040219,0.003086694,0.109561496,5.39E-05,0.001236934,0.002892673,2.61E-05,0.107384749,2.73E-06,5.01E-06,7.08E-05,3.98E-06,9.42E-08,0.000201299,1.46E-05,3.95E-07,0.762373182
60,0.072104299,0.075708394,0.067692793,0.495555556,0.108505505,4.253928934,46.63440369,0.012824815,625.7406733,1680.238917,101325,4.973531055,0.000341535,0.000463698,0.012278008,0.002833077,0.108105794,5.33E-05,0.001285358,0.003086254,2.33E-05,0.108505505,2.84E-06,4.90E-06,5.42E-05,3.04E-06,7.26E-08,0.000149844,1.12E-05,2.95E-07,0.76279784
61,0.072415768,0.075708394,0.068119906,0.495555556,0.109416334,3.441280645,37.97884265,0.012868007,533.8785848,1688.75656,101325,4.973531055,0.000305139,0.000323705,0.012459338,0.002590289,0.106946418,5.21E-05,0.001319459,0.003243877,2.11E-05,0.109416334,2.92E-06,4.85E-06,4.10E-05,2.27E-06,5.50E-08,0.000109911,8.39E-06,2.19E-07,0.763152644
62,0.072674827,0.075708394,0.068468567,0.495555556,0.110158108,2.75792939,31.10422015,0.012904525,460.5545934,1696.058073,101325,4.973531055,0.000274672,0.000224868,0.012595974,0.002362706,0.106032222,5.07E-05,0.001340133,0.003367307,1.93E-05,0.110158108,2.96E-06,4.83E-06,3.06E-05,1.66E-06,4.11E-08,7.96E-05,6.23E-06,1.61E-07,0.763447885
63,0.072888789,0.075708394,0.068750151,0.495555556,0.110765612,2.197500063,23.01385034,0.012935261,373.0795157,1702.39508,101325,4.973531055,0.000249219,0.000155321,0.012698289,0.002152852,0.105316825,4.90E-05,0.001348797,0.003459783,1.79E-05,0.110765612,2.99E-06,4.84E-06,2.27E-05,1.20E-06,3.04E-08,5.70E-05,4.57E-06,1.17E-07,0.763692911
64,0.073202771,0.075708394,0.069145028,0.495555556,0.111664591,1.424465991,16.53113815,0.012982019,299.3018771,1712.780194,101325,4.973531055,0.000210789,7.74E-05,0.012825891,0.001789572,0.104361199,4.53E-05,0.001335125,0.003563493,1.58E-05,0.111664591,2.96E-06,4.93E-06,1.28E-05,6.23E-07,1.70E-08,2.98E-05,2.49E-06,6.44E-08,0.764057163
65,0.073420302,0.075708394,0.069401983,0.495555556,0.112310338,0.944623087,12.45211101,0.013015912,248.3104815,1721.230719,101325,4.973531055,0.000183378,3.89E-05,0.012899288,0.001493448,0.103782017,4.14E-05,0.001295457,0.003595288,1.43E-05,0.112310338,2.87E-06,5.06E-06,7.45E-06,3.23E-07,9.65E-09,1.54E-05,1.36E-06,3.56E-08,0.764313689
66,0.073573858,0.075708394,0.069570001,0.495555556,0.112796749,0.651642355,9.820086702,0.013041043,211.1382504,1728.334059,101325,4.973531055,0.000163196,1.98E-05,0.012943294,0.001254803,0.103431169,3.76E-05,0.001241098,0.003580879,1.31E-05,0.112796749,2.75E-06,5.22E-06,4.55E-06,1.70E-07,5.68E-09,8.01E-06,7.58E-07,1.98E-08,0.764496839
67,0.073685234,0.075708394,0.069681491,0.495555556,0.113180346,0.471643969,8.056830304,0.013060206,182.6660518,1734.441984,101325,4.973531055,0.000147745,1.02E-05,0.012971214,0.001063087,0.103217527,3.41E-05,0.001179931,0.003538228,1.22E-05,0.113180346,2.62E-06,5.38E-06,2.99E-06,9.19E-08,3.51E-09,4.17E-06,4.34E-07,1.12E-08,0.764629761
68,0.07376855,0.075708394,0.069757099,0.495555556,0.113495066,0.358492464,6.822424658,0.013075243,159.9573729,1739.775208,101325,4.973531055,0.000135432,5.28E-06,0.012990048,0.000908841,0.103086363,3.09E-05,0.001116965,0.003479153,1.13E-05,0.113495066,2.48E-06,5.56E-06,2.13E-06,5.19E-08,2.31E-09,2.18E-06,2.58E-07,6.31E-09,0.764727886
69,0.073832866,0.075708394,0.069809827,0.495555556,0.113761567,0.284745525,5.469555378,0.01308736,131.9865587,1744.48076,101325,4.973531055,0.000125246,2.71E-06,0.013003517,0.000784273,0.103004964,2.81E-05,0.001055176,0.003411233,1.06E-05,0.113761567,2.34E-06,5.74E-06,1.64E-06,3.06E-08,1.61E-09,1.12E-06,1.59E-07,3.53E-09,0.764801546
70,0.073922337,0.075708394,0.069871838,0.495555556,0.114188876,0.202729925,4.419365249,0.013105238,107.143102,1752.323063,101325,4.973531055,0.000109338,8.90E-07,0.013020542,0.000605717,0.102931422,2.33E-05,0.000940229,0.003263647,9.45E-06,0.114188876,2.09E-06,6.10E-06,1.20E-06,1.41E-08,9.73E-10,3.65E-07,7.89E-08,1.34E-09,0.764896745
71,0.073986132,0.075708394,0.069909395,0.495555556,0.114534139,0.156963951,3.681416555,0.013118586,88.45738095,1758.738721,101325,4.973531055,9.68E-05,3.06E-07,0.013031552,0.000481585,0.102905229,1.95E-05,0.000839578,0.003116607,8.46E-06,0.114534139,1.87E-06,6.46E-06,9.79E-07,7.90E-09,6.76E-10,1.24E-07,4.62E-08,5.30E-10,0.764956807
72,0.074033993,0.075708394,0.069933845,0.495555556,0.11482175,0.127456534,3.122454896,0.013128935,73.95318226,1764.067371,101325,4.973531055,8.64E-05,1.10E-07,0.013039129,0.000392826,0.102901609,1.64E-05,0.000752598,0.002976038,7.62E-06,0.11482175,1.68E-06,6.82E-06,8.41E-07,5.10E-09,5.10E-10,4.44E-08,3.06E-08,2.20E-10,0.764996069
73,0.074070978,0.075708394,0.069950444,0.495555556,0.115065691,0.106456052,2.677720236,0.01313714,62.39939895,1768.544693,101325,4.973531055,7.77E-05,4.15E-08,0.013044548,0.000327713,0.102910065,1.40E-05,0.000677586,0.002843942,6.90E-06,0.115065691,1.52E-06,7.18E-06,7.41E-07,3.62E-09,4.04E-10,1.66E-08,2.19E-08,9.60E-11,0.765022422
74,0.074099991,0.075708394,0.069961885,0.495555556,0.115274888,0.090887258,2.1218468,0.013143719,48.23912535,1772.33957,101325,4.973531055,7.02E-05,1.55E-08,0.013048526,0.000278876,0.102925653,1.19E-05,0.000612767,0.002720823,6.27E-06,0.115274888,1.38E-06,7.53E-06,6.60E-07,2.72E-09,3.30E-10,6.25E-09,1.65E-08,4.33E-11,0.765040466
75,0.074139961,0.075708394,0.069975089,0.495555556,0.115606427,0.067849795,1.665712113,0.013153013,36.85517938,1778.247294,101325,4.973531055,5.83E-05,3.82E-09,0.013053503,0.00021582,0.102968417,8.99E-06,0.000509245,0.002503416,5.27E-06,0.115606427,1.16E-06,8.22E-06,5.39E-07,1.76E-09,2.35E-10,1.64E-09,1.05E-08,1.64E-11,0.765060724
76,0.074167447,0.075708394,0.069981926,0.495555556,0.115866694,0.052552551,1.332403242,0.013159606,28.7554458,1782.78446,101325,4.973531055,4.90E-05,1.27E-09,0.013056551,0.0001748,0.103016297,6.92E-06,0.000429041,0.002314367,4.49E-06,0.115866694,9.82E-07,8.89E-06,4.47E-07,1.23E-09,1.75E-10,6.23E-10,7.11E-09,9.23E-12,0.765071467
77,0.074186555,0.075708394,0.069984856,0.495555556,0.116074882,0.041933333,0.942484187,0.013164354,19.69670653,1786.341313,101325,4.973531055,4.18E-05,6.01E-10,0.013058482,0.000146712,0.103065395,5.42E-06,0.000365915,0.002149521,3.88E-06,0.116074882,8.43E-07,9.55E-06,3.76E-07,9.19E-10,1.35E-10,3.35E-10,5.02E-09,6.88E-12,0.765077226
78,0.07420793,0.075708394,0.069986015,0.495555556,0.116369409,0.027945563,0.677351275,0.013169856,13.72607105,1791.251177,101325,4.973531055,3.17E-05,3.43E-10,0.013060367,0.000114614,0.103156591,3.57E-06,0.00027811,0.001888527,3.04E-06,0.116369409,6.50E-07,1.08E-05,2.80E-07,5.89E-10,8.73E-11,1.88E-10,2.87E-09,5.54E-12,0.765082382
79,0.074220493,0.075708394,0.069984719,0.495555556,0.116581081,0.019798666,0.504849008,0.013173269,9.975039843,1794.687439,101325,4.973531055,2.48E-05,2.53E-10,0.013061193,9.51E-05,0.103236171,2.47E-06,0.000218123,0.001681712,2.47E-06,0.116581081,5.15E-07,1.19E-05,2.15E-07,4.15E-10,6.03E-11,1.26E-10,1.78E-09,4.84E-12,0.765084261
80,0.074228203,0.075708394,0.069982564,0.495555556,0.116738846,0.014580343,0.387155791,0.013175485,7.491006437,1797.192967,101325,4.973531055,1.99E-05,2.02E-10,0.013061482,8.21E-05,0.103304231,1.78E-06,0.000175683,0.001515326,2.09E-06,0.116738846,4.19E-07,1.30E-05,1.70E-07,3.10E-10,4.38E-11,9.08E-11,1.18E-09,4.34E-12,0.76508491
81,0.074233067,0.075708394,0.069980174,0.495555556,0.116859832,0.011075276,0.303341663,0.013176977,5.764514098,1799.0796,101325,4.973531055,1.64E-05,1.66E-10,0.013061477,7.29E-05,0.103362123,1.33E-06,0.000144761,0.001379659,1.81E-06,0.116859832,3.48E-07,1.41E-05,1.39E-07,2.43E-10,3.32E-11,6.81E-11,8.22E-10,3.95E-12,0.765085097
82,0.074236132,0.075708394,0.069977754,0.495555556,0.116954627,0.008662335,0.20679536,0.013177999,3.842443011,1800.534913,101325,4.973531055,1.38E-05,1.41E-10,0.013061305,6.61E-05,0.103411415,1.02E-06,0.000121677,0.001267832,1.62E-06,0.116954627,2.95E-07,1.51E-05,1.16E-07,1.97E-10,2.60E-11,5.27E-11,5.96E-10,3.63E-12,0.76508512
83,0.074239059,0.075708394,0.069974641,0.495555556,0.117083874,0.00567462,0.144970324,0.013179047,2.642263784,1802.483579,101325,4.973531055,1.04E-05,1.07E-10,0.01306074,5.72E-05,0.103485773,6.66E-07,9.19E-05,0.001104974,1.38E-06,0.117083874,2.25E-07,1.69E-05,8.70E-08,1.41E-10,1.79E-11,3.49E-11,3.57E-10,3.18E-12,0.765085985
84,0.074240574,0.075708394,0.069972165,0.495555556,0.11717448,0.003947942,0.105118607,0.013179668,1.888068281,1803.825506,101325,4.973531055,8.17E-06,8.49E-11,0.01306005,5.08E-05,0.103541825,4.68E-07,7.27E-05,0.000984697,1.25E-06,0.11717448,1.80E-07,1.86E-05,6.93E-08,1.08E-10,1.34E-11,2.46E-11,2.32E-10,2.85E-12,0.765086811
85,0.074241337,0.075708394,0.069970147,0.495555556,0.117240179,0.002854435,0.063327469,0.01318005,1.119943064,1804.785473,101325,4.973531055,6.70E-06,6.93E-11,0.013059326,4.59E-05,0.103584774,3.48E-07,5.97E-05,0.00089397,1.16E-06,0.117240179,1.49E-07,2.01E-05,5.80E-08,8.70E-11,1.07E-11,1.82E-11,1.62E-10,2.61E-12,0.765087639
86,0.074241884,0.075708394,0.069968117,0.495555556,0.117319339,0.001674934,0.039526132,0.013180376,0.692014977,1805.926606,101325,4.973531055,5.07E-06,5.07E-11,0.013058064,3.91E-05,0.103639817,2.30E-07,4.53E-05,0.000779603,1.09E-06,0.117319339,1.14E-07,2.24E-05,4.61E-08,6.43E-11,8.05E-12,1.16E-11,9.48E-11,2.30E-12,0.76508985
87,0.074242099,0.075708394,0.069966787,0.495555556,0.117368746,0.001042143,0.025404396,0.013180553,0.44287052,1806.631313,101325,4.973531055,4.15E-06,3.92E-11,0.013056979,3.38E-05,0.103675706,1.70E-07,3.71E-05,0.000705939,1.06E-06,0.117368746,9.45E-08,2.43E-05,3.99E-08,5.18E-11,6.75E-12,8.13E-12,6.27E-11,2.11E-12,0.765091896
88,0.074242183,0.075708394,0.069965908,0.495555556,0.117400502,0.000668394,0.016637612,0.013180654,0.289983238,1807.0818,101325,4.973531055,3.59E-06,3.17E-11,0.013056101,2.95E-05,0.103699582,1.38E-07,3.21E-05,0.000657603,1.04E-06,0.117400502,8.26E-08,2.58E-05,3.63E-08,4.44E-11,6.05E-12,6.11E-12,4.53E-11,1.98E-12,0.765093798
89,0.074242211,0.075708394,0.069965327,0.495555556,0.117421299,0.000436879,0.008298622,0.013180714,0.145678833,1807.376308,101325,4.973531055,3.25E-06,2.64E-11,0.013055419,2.60E-05,0.103715726,1.19E-07,2.91E-05,0.000625487,1.04E-06,0.117421299,7.51E-08,2.70E-05,3.43E-08,3.99E-11,5.65E-12,4.85E-12,3.49E-11,1.88E-12,0.765095558
90,0.074242222,0.075708394,0.069964872,0.495555556,0.117442045,0.000214559,0.004171635,0.013180758,0.074570001,1807.671186,101325,4.973531055,2.92E-06,2.00E-11,0.013054582,2.06E-05,0.103732763,1.01E-07,2.61E-05,0.000592927,1.03E-06,0.117442045,6.79E-08,2.82E-05,3.24E-08,3.56E-11,5.29E-12,3.48E-12,2.42E-11,1.76E-12,0.765098631
91,0.074242224,0.075708394,0.069964664,0.495555556,0.117452475,0.000107254,0.001421276,0.013180777,0.026858711,1807.821068,101325,4.973531055,2.76E-06,1.58E-11,0.013054042,1.64E-05,0.103741969,9.30E-08,2.47E-05,0.000576398,1.03E-06,0.117452475,6.43E-08,2.89E-05,3.15E-08,3.35E-11,5.12E-12,2.67E-12,1.82E-11,1.67E-12,0.765101169
92,0.074242224,0.075708394,0.069964558,0.495555556,0.117459581,3.61E-05,0.0004922,0.013180787,0.010372345,1807.927121,101325,4.973531055,2.65E-06,1.10E-11,0.013053367,1.09E-05,0.103749379,8.77E-08,2.37E-05,0.000565042,1.03E-06,0.117459581,6.20E-08,2.94E-05,3.09E-08,3.20E-11,5.00E-12,1.82E-12,1.20E-11,1.57E-12,0.765104719
93,0.074242225,0.075708394,0.069964529,0.495555556,0.117462042,1.24E-05,0.00010869,0.013180789,0.003066204,1807.966835,101325,4.973531055,2.62E-06,8.01E-12,0.013052791,7.35E-06,0.103752749,8.59E-08,2.34E-05,0.00056109,1.03E-06,0.117462042,6.12E-08,2.96E-05,3.07E-08,3.15E-11,4.95E-12,1.32E-12,8.41E-12,1.50E-12,0.765107191
94,0.074242226,0.075708394,0.069964524,0.495555556,0.117463129,2.67E-06,0,0.01318079,2.06E-10,1807.988975,101325,4.973531055,2.60E-06,5.18E-12,0.013051609,3.82E-06,0.103755445,8.51E-08,2.32E-05,0.000559336,1.03E-06,0.117463129,6.08E-08,2.97E-05,3.06E-08,3.12E-11,4.93E-12,8.54E-13,5.06E-12,1.44E-12,0.765109961
95,0.074242226,0.075708394,0.069964524,0.495555556,0.117463129,2.67E-06,0,0.01318079,2.06E-10,1807.988975,101325,4.973531055,2.60E-06,5.18E-12,0.013051609,3.82E-06,0.103755445,8.51E-08,2.32E-05,0.000559336,1.03E-06,0.117463129,6.08E-08,2.97E-05,3.06E-08,3.12E-11,4.93E-12,8.54E-13,5.06E-12,1.44E-12,0.765109961
0,0.068274842,0.068274842,0.064338063,0.443333333,1.59E-11,5.12E-22,1.01E-07,0.012122783,-0.000158971,750,101325,2.842571724,0.005195474,0.039014215,8.04E-15,5.27E-15,0.217007372,4.18E-17,1.14E-15,-1.39E-18,2.29E-13,1.59E-11,1.06E-14,5.09E-15,4.80E-15,-6.48E-16,-1.71E-18,-2.79E-16,-1.56E-16,1.16E-16,0.738782939
1,0.068273294,0.068274842,0.064337001,0.443333333,2.04E-09,7.10E-13,8.93E-06,0.012122472,-0.005111948,750.0000114,101325,2.842571724,0.00519516,0.039014234,1.30E-12,1.04E-12,0.217007449,7.91E-17,1.57E-16,1.75E-17,3.69E-11,2.04E-09,1.71E-12,8.92E-13,7.29E-13,-1.88E-19,6.22E-23,3.66E-15,1.34E-18,4.00E-15,0.738783154
2,0.068254465,0.068274842,0.064324039,0.443333333,6.90E-08,1.10E-12,0.0002922,0.012118702,-0.062169368,750.0003995,101325,2.842571724,0.005191346,0.039014441,5.52E-11,5.50E-11,0.217008385,1.06E-16,2.10E-16,2.72E-17,4.03E-10,6.90E-08,5.39E-11,4.28E-11,3.06E-11,1.30E-20,8.96E-23,5.02E-15,4.34E-19,1.67E-13,0.738785759
3,0.068176418,0.068274842,0.064269846,0.443333333,7.99E-07,9.77E-12,0.004926674,0.012103116,-0.394572047,750.0047712,101325,2.842571724,0.005175564,0.03901508,7.93E-10,9.76E-10,0.217012192,6.06E-16,1.24E-15,2.41E-16,5.21E-09,7.99E-07,7.39E-10,6.92E-10,4.35E-10,-4.49E-20,4.60E-22,6.84E-14,4.82E-17,2.39E-12,0.738796355
